genome,completeness,contamination
MASTER_WP4_FFoQSI_3__VB14-22__bin.24,70.18919969,1.053391053
MASTER_WP4_FFoQSI_3__VB14-22__bin.41,74.31167733,3.954691142
MASTER_WP4_FFoQSI_3__VB14-22__bin.20,90.84807925,3.631676809
MASTER_WP4_FFoQSI_3__VB14-22__bin.47,84.35357579,3.103448276
MASTER_WP4_FFoQSI_3__VB14-22__bin.35,98.63438645,1.129426129
MASTER_WP4_FFoQSI_3__VB14-22__bin.17,90.46476762,1.086956522
MASTER_WP4_TEAGASC_1__TGS01-22__bin.34,95.22602778,2.830188679
MASTER_WP4_TEAGASC_1__TGS01-22__bin.10,98.41269841,0.0
MASTER_WP4_TEAGASC_1__TGS01-22__bin.1,53.7037037,0.154320988
MASTER_WP4_TEAGASC_1__TGS01-22__bin.6,96.53679654,0.336700337
MASTER_WP4_TEAGASC_1__TGS01-22__bin.24,98.41329592,0.686813187
MASTER_WP4_TEAGASC_1__TGS01-22__bin.26,69.73536503,2.756653992
MASTER_WP4_TEAGASC_1__TGS01-22__bin.19,90.57820481,4.74877451
MASTER_WP4_TEAGASC_1__TGS01-22__bin.37,68.96551724,0.0
MASTER_WP4_TEAGASC_1__TGS01-22__bin.35,88.54166667,0.3125
MASTER_WP4_TEAGASC_1__TGS01-22__bin.14,59.48275862,1.724137931
MASTER_WP4_TEAGASC_1__TGS01-23__bin.3,71.44723093,0.0
MASTER_WP4_TEAGASC_1__TGS01-23__bin.6,58.73015873,0.0
MASTER_WP4_TEAGASC_1__TGS01-23__bin.2,85.16981132,0.348770726
MASTER_WP4_TEAGASC_1__TGS01-24__bin.3,70.87251829,0.0
MASTER_WP4_TEAGASC_1__TGS01-24__bin.4,53.43915344,0.0
MASTER_WP4_TEAGASC_1__TGS01-24__bin.7,84.49056604,1.006289308
MASTER_WP4_TEAGASC_1__TGS01-25__bin.3,84.87287649,0.0
MASTER_WP4_TEAGASC_1__TGS01-25__bin.5,94.70899471,0.0
MASTER_WP4_TEAGASC_1__TGS01-25__bin.2,83.35849057,0.503144654
MASTER_WP4_TEAGASC_1__TGS01-26__bin.3,84.52830189,0.314465409
MASTER_WP4_TEAGASC_1__TGS01-27__bin.1,73.14524556,1.724137931
MASTER_WP4_TEAGASC_1__TGS01-27__bin.3,83.12842362,1.41509434
MASTER_WP4_TEAGASC_1__TGS01-27__bin.2,96.42857143,0.529100529
MASTER_WP4_TEAGASC_1__TGS01-28__bin.6,55.48589342,0.0
MASTER_WP4_TEAGASC_1__TGS01-28__bin.4,97.60015117,0.529100529
MASTER_WP4_TEAGASC_1__TGS01-28__bin.1,65.38853275,0.534591195
MASTER_WP4_TEAGASC_1__TGS01-29__bin.1,96.73913043,0.27173913
MASTER_WP4_TEAGASC_1__TGS01-29__bin.9,59.48275862,0.0
MASTER_WP4_TEAGASC_1__TGS01-29__bin.5,73.22641509,0.188679245
MASTER_WP4_TEAGASC_1__TGS01-29__bin.7,99.36507937,0.176366843
MASTER_WP4_TEAGASC_1__TGS01-29__bin.3,97.01646091,2.469135802
MASTER_WP4_TEAGASC_1__TGS01-29__bin.4,87.38541667,0.546875
MASTER_WP4_TEAGASC_1__TGS01-29__bin.2,97.82608696,0.0
MASTER_WP4_TEAGASC_1__TGS01-30__bin.11,77.7173913,0.0
MASTER_WP4_TEAGASC_1__TGS01-30__bin.5,75.49634274,0.0
MASTER_WP4_TEAGASC_1__TGS01-30__bin.7,80.95611285,1.724137931
MASTER_WP4_TEAGASC_1__TGS01-30__bin.4,81.48148148,0.0
MASTER_WP4_TEAGASC_1__TGS01-30__bin.2,96.33058985,0.925925926
MASTER_WP4_TEAGASC_1__TGS01-30__bin.10,66.40543365,1.724137931
MASTER_WP4_TEAGASC_1__TGS01-30__bin.9,87.48958333,0.416666667
MASTER_WP4_TEAGASC_1__TGS01-30__bin.6,95.10869565,1.086956522
MASTER_WP4_TEAGASC_1__TGS01-30__bin.1,98.78821145,0.589005236
MASTER_WP4_TEAGASC_1__TGS02-22__bin.9,76.77069642,1.575747677
MASTER_WP4_TEAGASC_1__TGS02-22__bin.4,94.3,0.1
MASTER_WP4_TEAGASC_1__TGS03-22__bin.3,78.24223148,0.778985507
MASTER_WP4_TEAGASC_1__TGS03-22__bin.5,98.30188679,1.226415094
MASTER_WP4_TEAGASC_1__TGS03-22__bin.7,98.37662338,0.763760049
MASTER_WP4_TEAGASC_1__TGS03-22__bin.2,72.5,0.3
MASTER_WP4_TEAGASC_1__TGS03-23__bin.1,69.0408805,0.377358491
MASTER_WP4_TEAGASC_1__TGS03-23__bin.4,64.25309393,0.125786164
MASTER_WP4_TEAGASC_1__TGS03-24__bin.3,57.59433962,0.0
MASTER_WP4_TEAGASC_1__TGS03-24__bin.5,95.8,0.1
MASTER_WP4_TEAGASC_1__TGS03-26__bin.1,95.87644553,1.037735849
MASTER_WP4_TEAGASC_1__TGS03-26__bin.2,95.8,0.1
MASTER_WP4_TEAGASC_1__TGS03-26__bin.4,84.4,0.1
MASTER_WP4_TEAGASC_1__TGS03-27__bin.5,87.05974843,0.377358491
MASTER_WP4_TEAGASC_1__TGS03-27__bin.3,85.66037736,0.188679245
MASTER_WP4_TEAGASC_1__TGS03-27__bin.4,96.0,0.1
MASTER_WP4_TEAGASC_1__TGS03-28__bin.1,71.55731386,0.377358491
MASTER_WP4_TEAGASC_1__TGS03-28__bin.4,94.9,0.1
MASTER_WP4_TEAGASC_1__TGS03-29__bin.2,87.59433962,0.377358491
MASTER_WP4_TEAGASC_1__TGS03-29__bin.5,83.60062893,0.597484277
MASTER_WP4_TEAGASC_1__TGS03-29__bin.4,95.7,0.1
MASTER_WP4_TEAGASC_1__TGS03-29__bin.1,86.4,0.1
MASTER_WP4_TEAGASC_1__TGS04-22__bin.4,76.43678161,0.0
MASTER_WP4_TEAGASC_1__TGS04-22__bin.3,100.0,0.0
MASTER_WP4_TEAGASC_1__TGS04-22__bin.7,87.47039124,1.132075472
MASTER_WP4_TEAGASC_1__TGS04-23__bin.13,96.44137225,0.841750842
MASTER_WP4_TEAGASC_1__TGS04-23__bin.9,65.95930233,2.451550388
MASTER_WP4_TEAGASC_1__TGS04-23__bin.22,68.42105263,0.0
MASTER_WP4_TEAGASC_1__TGS04-23__bin.18,86.38346969,2.009300049
MASTER_WP4_TEAGASC_1__TGS04-23__bin.16,95.87087087,1.351351351
MASTER_WP4_TEAGASC_1__TGS04-23__bin.30,92.05298013,4.03371463
MASTER_WP4_TEAGASC_1__TGS04-23__bin.31,88.81533645,3.892261585
MASTER_WP4_TEAGASC_1__TGS04-23__bin.7,67.03761755,2.586206897
MASTER_WP4_TEAGASC_1__TGS04-23__bin.14,58.8,0.0
MASTER_WP4_TEAGASC_1__TGS04-26__bin.2,73.77358491,0.377358491
MASTER_WP4_TEAGASC_1__TGS04-26__bin.13,56.14035088,0.0
MASTER_WP4_TEAGASC_1__TGS04-26__bin.6,72.30960398,2.441077441
MASTER_WP4_TEAGASC_1__TGS04-26__bin.10,58.62068966,1.724137931
MASTER_WP4_TEAGASC_1__TGS04-26__bin.12,84.56589707,1.476890113
MASTER_WP4_TEAGASC_1__TGS04-28__bin.14,87.4127907,1.003599114
MASTER_WP4_TEAGASC_1__TGS04-28__bin.10,90.97965177,0.748898678
MASTER_WP4_TEAGASC_1__TGS04-28__bin.11,96.2962963,0.0
MASTER_WP4_TEAGASC_1__TGS04-28__bin.29,96.88552189,1.363636364
MASTER_WP4_TEAGASC_1__TGS04-28__bin.7,60.6557377,0.746224808
MASTER_WP4_TEAGASC_1__TGS04-28__bin.27,97.50750751,0.09009009
MASTER_WP4_TEAGASC_1__TGS04-28__bin.18,92.42757243,1.703296703
MASTER_WP4_TEAGASC_1__TGS04-28__bin.12,98.7654321,1.01010101
MASTER_WP4_TEAGASC_1__TGS04-28__bin.15,95.53303303,0.990990991
MASTER_WP4_TEAGASC_1__TGS04-28__bin.30,99.4320664,0.0
MASTER_WP4_TEAGASC_1__TGS04-28__bin.13,55.63194077,0.136612022
MASTER_WP4_TEAGASC_1__TGS04-28__bin.24,98.8354507,0.862068966
MASTER_WP4_TEAGASC_1__TGS04-28__bin.25,97.93771044,2.064293731
MASTER_WP4_TEAGASC_1__TGS04-28__bin.26,89.50276243,1.38121547
MASTER_WP4_TEAGASC_1__TGS04-28__bin.16,92.38738739,1.621621622
MASTER_WP4_TEAGASC_1__TGS04-28__bin.21,74.00029391,4.333898884
MASTER_WP4_TEAGASC_1__TGS04-28__bin.22,57.3,0.3
MASTER_WP4_TEAGASC_1__TGS04-28__bin.9,97.3,0.2
MASTER_WP4_TEAGASC_1__TGS04-29__bin.5,97.02982349,2.735849057
MASTER_WP4_TEAGASC_1__TGS04-29__bin.20,90.19823789,0.837004405
MASTER_WP4_TEAGASC_1__TGS04-29__bin.17,96.2962963,0.0
MASTER_WP4_TEAGASC_1__TGS04-29__bin.8,98.4006734,0.925925926
MASTER_WP4_TEAGASC_1__TGS04-29__bin.14,96.86870421,1.236263736
MASTER_WP4_TEAGASC_1__TGS04-29__bin.6,96.32132132,1.497747748
MASTER_WP4_TEAGASC_1__TGS04-29__bin.13,77.23677612,1.923076923
MASTER_WP4_TEAGASC_1__TGS04-29__bin.22,96.2962963,1.178451178
MASTER_WP4_TEAGASC_1__TGS04-29__bin.15,97.33483483,0.540540541
MASTER_WP4_TEAGASC_1__TGS04-29__bin.18,99.7378768,0.0
MASTER_WP4_TEAGASC_1__TGS04-29__bin.21,96.72131148,3.278688525
MASTER_WP4_TEAGASC_1__TGS04-29__bin.9,99.85632184,0.862068966
MASTER_WP4_TEAGASC_1__TGS04-29__bin.1,97.79005525,3.21243985
MASTER_WP4_TEAGASC_1__TGS04-29__bin.10,55.09404389,2.586206897
MASTER_WP4_TEAGASC_1__TGS04-29__bin.4,54.7,0.5
MASTER_WP4_TEAGASC_1__TGS04-29__bin.11,98.1,0.1
MASTER_WP4_TEAGASC_1__TGS04-30__bin.18,94.19082126,0.289855072
MASTER_WP4_TEAGASC_1__TGS04-30__bin.2,99.47089947,0.0
MASTER_WP4_TEAGASC_1__TGS04-30__bin.14,94.05286344,1.54185022
MASTER_WP4_TEAGASC_1__TGS04-30__bin.4,96.2962963,0.0
MASTER_WP4_TEAGASC_1__TGS04-30__bin.11,99.41077441,1.430976431
MASTER_WP4_TEAGASC_1__TGS04-30__bin.24,95.44626594,1.821493625
MASTER_WP4_TEAGASC_1__TGS04-30__bin.5,96.92192192,2.267267267
MASTER_WP4_TEAGASC_1__TGS04-30__bin.22,99.32659933,1.01010101
MASTER_WP4_TEAGASC_1__TGS04-30__bin.1,99.13663664,0.540540541
MASTER_WP4_TEAGASC_1__TGS04-30__bin.23,94.60026212,0.688073394
MASTER_WP4_TEAGASC_1__TGS04-30__bin.6,93.90093425,2.204007286
MASTER_WP4_TEAGASC_1__TGS04-30__bin.12,65.51724138,0.0
MASTER_WP4_TEAGASC_1__TGS05-22__bin.4,55.99119706,0.087336245
MASTER_WP4_TEAGASC_1__TGS05-22__bin.2,99.4,0.4
MASTER_WP4_TEAGASC_1__TGS05-22__bin.3,80.3,0.2
MASTER_WP4_TEAGASC_1__TGS05-27_0__bin.8,52.54730713,0.0
MASTER_WP4_TEAGASC_1__TGS05-27_0__bin.5,50.0,0.0
MASTER_WP4_TEAGASC_1__TGS05-27_0__bin.7,81.21693122,0.037202381
MASTER_WP4_TEAGASC_1__TGS05-28_0__bin.13,81.21693122,0.037202381
MASTER_WP4_TEAGASC_1__TGS05-28_0__bin.8,94.54402516,1.103487707
MASTER_WP4_TEAGASC_1__TGS05-28_0__bin.16,83.6,1.7
MASTER_WP4_TEAGASC_1__TGS05-29_0__bin.9,95.79739443,0.943396226
MASTER_WP4_TEAGASC_1__TGS05-30_0__bin.13,71.0978836,0.037202381
MASTER_WP4_TEAGASC_1__TGS05-30_0__bin.3,96.11859838,0.314465409
MASTER_WP4_TEAGASC_1__TGS06-22__bin.6,88.7023726,1.358695652
MASTER_WP4_TEAGASC_1__TGS06-22__bin.8,100.0,1.79245283
MASTER_WP4_TEAGASC_1__TGS06-22__bin.3,70.37037037,0.0
MASTER_WP4_TEAGASC_1__TGS06-22__bin.14,91.86147186,4.50965701
MASTER_WP4_TEAGASC_1__TGS06-22__bin.13,91.09138258,2.152777778
MASTER_WP4_TEAGASC_1__TGS06-22__bin.7,84.58976157,0.815217391
MASTER_WP4_TEAGASC_1__TGS06-22__bin.4,100.0,0.337837838
MASTER_WP4_TEAGASC_1__TGS06-22__bin.15,93.3885142,2.407520948
MASTER_WP4_TEAGASC_1__TGS06-22__bin.10,99.3,0.0
MASTER_WP4_TEAGASC_1__TGS06-22__bin.9,89.0,0.1
MASTER_WP4_TEAGASC_1__TGS06-23__bin.8,86.10062893,1.100628931
MASTER_WP4_TEAGASC_1__TGS06-25__bin.5,51.1509434,0.188679245
MASTER_WP4_TEAGASC_1__TGS06-25__bin.6,99.47089947,0.176366843
MASTER_WP4_TEAGASC_1__TGS06-25__bin.1,87.09119497,0.880503145
MASTER_WP4_TEAGASC_1__TGS06-26__bin.4,96.2962963,0.0
MASTER_WP4_TEAGASC_1__TGS06-26__bin.1,89.91680961,0.817610063
MASTER_WP4_TEAGASC_1__TGS06-27__bin.3,77.19435737,0.0
MASTER_WP4_TEAGASC_1__TGS06-27__bin.4,82.83018868,1.113207547
MASTER_WP4_TEAGASC_1__TGS06-28__bin.4,75.47021944,0.0
MASTER_WP4_TEAGASC_1__TGS06-28__bin.3,85.97484277,0.817610063
MASTER_WP4_TEAGASC_1__TGS06-29__bin.7,60.68965517,0.0
MASTER_WP4_TEAGASC_1__TGS06-29__bin.6,68.47439916,0.0
MASTER_WP4_TEAGASC_1__TGS06-29__bin.3,85.99281222,1.446540881
MASTER_WP4_TEAGASC_1__TGS06-29__bin.4,93.47826087,0.27173913
MASTER_WP4_TEAGASC_1__TGS06-30__bin.9,55.98746082,0.0
MASTER_WP4_TEAGASC_1__TGS06-30__bin.4,76.47798742,1.257861635
MASTER_WP4_TEAGASC_1__TGS06-30__bin.7,71.03669939,3.551335586
MASTER_WP4_TEAGASC_1__TGS07-22__bin.1,50.45454545,0.284090909
MASTER_WP4_TEAGASC_1__TGS07-22__bin.7,83.37719298,1.973684211
MASTER_WP4_TEAGASC_1__TGS07-22__bin.5,98.1884058,1.977657005
MASTER_WP4_TEAGASC_1__TGS07-22__bin.3,65.0,0.5
MASTER_WP4_TEAGASC_1__TGS07-22__bin.6,67.6,0.1
MASTER_WP4_TEAGASC_1__TGS07-22__bin.2,90.4,0.2
MASTER_WP4_TEAGASC_1__TGS07-23__bin.9,59.1954023,1.724137931
MASTER_WP4_TEAGASC_1__TGS07-23__bin.5,77.94010402,1.961858389
MASTER_WP4_TEAGASC_1__TGS07-23__bin.6,89.359319,1.111111111
MASTER_WP4_TEAGASC_1__TGS07-23__bin.14,91.81944444,0.473484848
MASTER_WP4_TEAGASC_1__TGS07-23__bin.12,68.96551724,1.724137931
MASTER_WP4_TEAGASC_1__TGS07-23__bin.13,80.71705426,0.581395349
MASTER_WP4_TEAGASC_1__TGS07-23__bin.11,86.55945419,1.949317739
MASTER_WP4_TEAGASC_1__TGS07-25__bin.2,92.81663255,0.880503145
MASTER_WP4_TEAGASC_1__TGS07-25__bin.1,98.88888889,2.222222222
MASTER_WP4_TEAGASC_1__TGS07-25__bin.9,94.15204678,2.875243665
MASTER_WP4_TEAGASC_1__TGS07-25__bin.6,96.30630631,1.864864865
MASTER_WP4_TEAGASC_1__TGS07-25__bin.5,99.1375969,1.162790698
MASTER_WP4_TEAGASC_1__TGS07-27__bin.2,70.78449437,1.603773585
MASTER_WP4_TEAGASC_1__TGS07-29__bin.2,55.48589342,1.724137931
MASTER_WP4_TEAGASC_1__TGS07-29__bin.3,65.78369906,0.0
MASTER_WP4_TEAGASC_1__TGS07-30__bin.2,62.02194357,0.0
MASTER_WP4_TEAGASC_1__TGS08-22__bin.6,88.32978292,0.880503145
MASTER_WP4_TEAGASC_1__TGS08-22__bin.2,100.0,0.0
MASTER_WP4_TEAGASC_1__TGS08-22__bin.3,77.56116859,1.603773585
MASTER_WP4_TEAGASC_1__TGS08-22__bin.8,94.9,0.1
MASTER_WP4_TEAGASC_1__TGS08-23__bin.2,69.23197492,0.0
MASTER_WP4_TEAGASC_1__TGS08-23__bin.6,59.02205342,0.075471698
MASTER_WP4_TEAGASC_1__TGS08-23__bin.11,53.96825397,0.0
MASTER_WP4_TEAGASC_1__TGS08-23__bin.13,87.95597484,1.320754717
MASTER_WP4_TEAGASC_1__TGS08-24__bin.1,67.71159875,0.0
MASTER_WP4_TEAGASC_1__TGS08-24__bin.6,59.25925926,0.0
MASTER_WP4_TEAGASC_1__TGS08-24__bin.4,82.66666667,0.86163522
MASTER_WP4_TEAGASC_1__TGS08-25__bin.7,60.84656085,0.176366843
MASTER_WP4_TEAGASC_1__TGS08-25__bin.4,85.47169811,0.691823899
MASTER_WP4_TEAGASC_1__TGS08-26__bin.4,68.28631139,0.0
MASTER_WP4_TEAGASC_1__TGS08-26__bin.1,53.60501567,0.0
MASTER_WP4_TEAGASC_1__TGS08-26__bin.2,87.30458221,1.006289308
MASTER_WP4_TEAGASC_1__TGS08-27__bin.2,93.28442971,0.505050505
MASTER_WP4_TEAGASC_1__TGS08-27__bin.5,65.98746082,0.0
MASTER_WP4_TEAGASC_1__TGS08-28__bin.4,94.08143939,1.830808081
MASTER_WP4_TEAGASC_1__TGS08-28__bin.2,53.44827586,0.0
MASTER_WP4_TEAGASC_1__TGS08-29__bin.36,98.36956522,0.27173913
MASTER_WP4_TEAGASC_1__TGS08-29__bin.23,99.24242424,0.0
MASTER_WP4_TEAGASC_1__TGS08-29__bin.14,97.64492754,0.264190821
MASTER_WP4_TEAGASC_1__TGS08-29__bin.64,98.21428571,0.558035714
MASTER_WP4_TEAGASC_1__TGS08-29__bin.16,82.32407407,0.017921147
MASTER_WP4_TEAGASC_1__TGS08-29__bin.69,80.36821705,1.220930233
MASTER_WP4_TEAGASC_1__TGS08-29__bin.28,91.3377193,0.0
MASTER_WP4_TEAGASC_1__TGS08-29__bin.61,96.19565217,1.630434783
MASTER_WP4_TEAGASC_1__TGS08-29__bin.55,77.48538012,2.729044834
MASTER_WP4_TEAGASC_1__TGS08-29__bin.11,77.31277533,0.587371512
MASTER_WP4_TEAGASC_1__TGS08-29__bin.60,94.54191033,0.0
MASTER_WP4_TEAGASC_1__TGS08-29__bin.52,77.72486772,1.587301587
MASTER_WP4_TEAGASC_1__TGS08-29__bin.62,95.56797865,2.641165756
MASTER_WP4_TEAGASC_1__TGS08-29__bin.21,95.72072072,1.02960103
MASTER_WP4_TEAGASC_1__TGS08-29__bin.19,53.15958816,1.951951952
MASTER_WP4_TEAGASC_1__TGS08-29__bin.45,99.27916121,0.458715596
MASTER_WP4_TEAGASC_1__TGS08-29__bin.24,97.03947368,0.909961686
MASTER_WP4_TEAGASC_1__TGS08-29__bin.22,76.61311788,1.73992674
MASTER_WP4_TEAGASC_1__TGS08-29__bin.65,88.33870088,4.694868623
MASTER_WP4_TEAGASC_1__TGS08-29__bin.1,90.38007864,0.726299694
MASTER_WP4_TEAGASC_1__TGS08-29__bin.67,79.47775593,0.753604194
MASTER_WP4_TEAGASC_1__TGS08-29__bin.68,96.89922481,1.501937984
MASTER_WP4_TEAGASC_1__TGS08-29__bin.39,91.80555556,1.666666667
MASTER_WP4_TEAGASC_1__TGS08-29__bin.31,95.73643411,3.294573643
MASTER_WP4_TEAGASC_1__TGS08-29__bin.48,98.34254144,1.104972376
MASTER_WP4_TEAGASC_1__TGS08-29__bin.73,95.73310623,2.036849222
MASTER_WP4_TEAGASC_1__TGS08-29__bin.40,54.56950457,0.925925926
MASTER_WP4_TEAGASC_1__TGS08-29__bin.37,97.63379205,1.490825688
MASTER_WP4_TEAGASC_1__TGS08-29__bin.26,77.39463602,1.436781609
MASTER_WP4_TEAGASC_1__TGS08-29__bin.46,91.6,0.0
MASTER_WP4_TEAGASC_1__TGS08-29__bin.32,97.9,0.2
MASTER_WP4_TEAGASC_1__TGS08-30__bin.6,82.1969697,0.189393939
MASTER_WP4_TEAGASC_1__TGS08-30__bin.12,97.66666667,1.990740741
MASTER_WP4_TEAGASC_1__TGS08-30__bin.7,69.49473976,0.581395349
MASTER_WP4_TEAGASC_1__TGS08-30__bin.14,83.05068226,4.434697856
MASTER_WP4_TEAGASC_1__TGS08-30__bin.15,91.81738751,1.162079511
MASTER_WP4_TEAGASC_1__TGS08-30__bin.4,53.07170543,0.872093023
MASTER_WP4_TEAGASC_1__TGS08-30__bin.2,68.44827586,3.448275862
MASTER_WP4_TEAGASC_1__TGS08-30__bin.11,89.31444187,1.104972376
MASTER_WP4_TEAGASC_1__TGS09-22__bin.1,72.4137931,0.0
MASTER_WP4_TEAGASC_1__TGS09-22__bin.2,92.14339069,0.880503145
MASTER_WP4_TEAGASC_1__TGS09-22__bin.4,93.6,0.0
MASTER_WP4_TEAGASC_1__TGS09-23__bin.4,54.78056426,0.0
MASTER_WP4_TEAGASC_1__TGS09-23__bin.2,64.88916516,1.263704593
MASTER_WP4_TEAGASC_1__TGS09-24__bin.1,96.60377358,0.283018868
MASTER_WP4_TEAGASC_1__TGS09-24__bin.3,95.6,0.3
MASTER_WP4_TEAGASC_1__TGS09-25__bin.7,69.52830189,0.0
MASTER_WP4_TEAGASC_1__TGS09-25__bin.4,59.95297806,0.0
MASTER_WP4_TEAGASC_1__TGS09-25__bin.2,96.69770296,0.774456522
MASTER_WP4_TEAGASC_1__TGS09-26__bin.4,99.62264151,0.283018868
MASTER_WP4_TEAGASC_1__TGS09-26__bin.5,58.07210031,0.0
MASTER_WP4_TEAGASC_1__TGS09-26__bin.6,96.3,0.3
MASTER_WP4_TEAGASC_1__TGS09-27__bin.1,57.71159875,0.0
MASTER_WP4_TEAGASC_1__TGS09-28__bin.2,68.57366771,0.0
MASTER_WP4_TEAGASC_1__TGS10-23__bin.9,57.09606987,0.0
MASTER_WP4_TEAGASC_1__TGS10-24__bin.11,62.91013584,1.175548589
MASTER_WP4_TEAGASC_1__TGS10-24__bin.6,52.43813683,0.0
MASTER_WP4_TEAGASC_1__TGS10-24__bin.10,52.84090909,0.0
MASTER_WP4_TEAGASC_1__TGS10-26__bin.13,58.72634643,0.0
MASTER_WP4_TEAGASC_1__TGS10-26__bin.10,53.44827586,0.0
MASTER_WP4_TEAGASC_1__TGS10-27__bin.7,62.12643678,0.0
MASTER_WP4_TEAGASC_1__TGS10-27__bin.8,90.09545708,0.386008919
MASTER_WP4_TEAGASC_1__TGS10-27__bin.1,78.05331157,3.673854447
MASTER_WP4_TEAGASC_1__TGS10-27__bin.5,96.79199401,3.672839506
MASTER_WP4_TEAGASC_1__TGS10-28__bin.1,83.71577381,0.0
MASTER_WP4_TEAGASC_1__TGS10-28__bin.4,59.54022989,0.0
MASTER_WP4_TEAGASC_1__TGS10-28__bin.6,94.49478043,2.264150943
MASTER_WP4_TEAGASC_1__TGS10-28__bin.5,57.9153605,3.448275862
MASTER_WP4_TEAGASC_1__TGS10-28__bin.2,99.0625,0.625
MASTER_WP4_TEAGASC_1__TGS10-28__bin.13,94.29347826,1.358695652
MASTER_WP4_TEAGASC_1__TGS10-28__bin.7,63.08777429,1.724137931
MASTER_WP4_TEAGASC_1__TGS10-29__bin.7,75.60767261,1.704545455
MASTER_WP4_TEAGASC_1__TGS10-29__bin.4,98.4375,0.625
MASTER_WP4_TEAGASC_1__TGS10-30__bin.9,65.70014881,0.0
MASTER_WP4_TEAGASC_1__TGS10-30__bin.4,69.49320794,0.0
MASTER_WP4_TEAGASC_1__TGS10-30__bin.1,64.69432314,0.145560408
MASTER_WP4_TEAGASC_1__TGS10-30__bin.5,93.1567029,1.596541013
MASTER_WP4_TEAGASC_1__TGS10-30__bin.3,92.83318578,3.314059647
MASTER_WP4_TEAGASC_1__TGS10-30__bin.12,77.29166667,0.9765625
MASTER_WP4_TEAGASC_1__TGS10-30__bin.6,97.3359375,0.9375
MASTER_WP4_TEAGASC_1__TGS10-30__bin.7,52.86468294,0.679347826
MASTER_WP4_TEAGASC_1__TGS11-22__bin.1,77.19435737,3.448275862
MASTER_WP4_TEAGASC_1__TGS11-22__bin.24,66.65453663,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-22__bin.6,82.95198049,1.965923984
MASTER_WP4_TEAGASC_1__TGS11-22__bin.14,93.41085271,1.162790698
MASTER_WP4_TEAGASC_1__TGS11-22__bin.5,99.42965779,0.780468281
MASTER_WP4_TEAGASC_1__TGS11-22__bin.15,94.80122324,3.147298675
MASTER_WP4_TEAGASC_1__TGS11-22__bin.3,75.17241379,0.0
MASTER_WP4_TEAGASC_1__TGS11-22__bin.10,95.2758216,2.142018779
MASTER_WP4_TEAGASC_1__TGS11-22__bin.13,99.12889321,2.442528736
MASTER_WP4_TEAGASC_1__TGS11-22__bin.20,98.7625139,0.456389452
MASTER_WP4_TEAGASC_1__TGS11-22__bin.17,79.48092213,1.122334456
MASTER_WP4_TEAGASC_1__TGS11-22__bin.4,71.17358236,2.991143317
MASTER_WP4_TEAGASC_1__TGS11-22__bin.7,98.85984427,0.862068966
MASTER_WP4_TEAGASC_1__TGS11-23__bin.6,55.64263323,1.724137931
MASTER_WP4_TEAGASC_1__TGS11-26__bin.4,82.97255147,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-26__bin.8,54.31034483,0.0
MASTER_WP4_TEAGASC_1__TGS11-27__bin.4,86.90996049,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-27__bin.5,66.84952978,0.0
MASTER_WP4_TEAGASC_1__TGS11-28__bin.2,93.89686005,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-29__bin.1,85.59991682,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-30__bin.9,91.71345394,0.145560408
MASTER_WP4_TEAGASC_1__TGS11-30__bin.7,83.10606061,0.943396226
MASTER_WP4_TEAGASC_1__TGS11-30__bin.6,99.30555556,0.138888889
MASTER_WP4_TEAGASC_1__TGS11-30__bin.10,91.56976744,2.906976744
MASTER_WP4_TEAGASC_1__TGS11-30__bin.11,98.73294347,1.169590643
MASTER_WP4_TEAGASC_1__TGS11-30__bin.13,99.32432432,0.675675676
MASTER_WP4_TEAGASC_1__TGS12-23__bin.5,68.57366771,0.0
MASTER_WP4_TEAGASC_1__TGS12-25__bin.6,74.60815047,0.0
MASTER_WP4_TEAGASC_1__TGS12-26__bin.2,59.55345912,0.0
MASTER_WP4_TEAGASC_1__TGS12-26__bin.4,54.65517241,0.0
MASTER_WP4_TEAGASC_1__TGS12-27__bin.1,99.62264151,0.283018868
MASTER_WP4_TEAGASC_1__TGS12-28__bin.6,85.0410544,1.289308176
MASTER_WP4_TEAGASC_1__TGS12-29__bin.4,78.81959379,1.175925926
MASTER_WP4_TEAGASC_1__TGS12-29__bin.16,71.72757475,1.744186047
MASTER_WP4_TEAGASC_1__TGS12-29__bin.5,98.67549669,1.986754967
MASTER_WP4_TEAGASC_1__TGS12-29__bin.1,82.56578947,0.0
MASTER_WP4_TEAGASC_1__TGS12-29__bin.8,93.01801802,0.472972973
MASTER_WP4_TEAGASC_1__TGS12-29__bin.10,96.42210145,0.0
MASTER_WP4_TEAGASC_1__TGS12-29__bin.6,99.62546816,0.0
MASTER_WP4_TEAGASC_1__TGS12-29__bin.18,79.76744186,3.972868217
MASTER_WP4_TEAGASC_1__TGS12-29__bin.36,88.27160494,3.102453102
MASTER_WP4_TEAGASC_1__TGS12-29__bin.35,95.0,1.470588235
MASTER_WP4_TEAGASC_1__TGS12-29__bin.20,80.74306646,0.274725275
MASTER_WP4_TEAGASC_1__TGS12-29__bin.14,92.45570321,1.889534884
