representative_95id,domain,phylum,class,order,family,genus,species
EBC_090.1,Archaea,Asgardarchaeota,Njordarchaeia,,,,
MASTER_WP4_UNINA_2__N-22__bin.10,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum salinum
MASTER_WP4_UNINA_2__N-22__bin.3,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halobacterium,Halobacterium salinarum
MASTER_WP4_UNINA_2__T-22__bin.12,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halococcaceae,Halococcus,
MASTER_WP4_UNINA_2__T-22__bin.13,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halolamina,
MASTER_WP4_UNINA_2__T-22__bin.17,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halocalculus,Halocalculus aciditolerans
MASTER_WP4_UNINA_2__T-22__bin.25,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halopelagius,Halopelagius inordinatus
MASTER_WP4_UNINA_2__T-22__bin.30,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula sp030848575
MASTER_WP4_UNINA_2__T-22__bin.4,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Halobacteriaceae,Halarchaeum,Halarchaeum grantii
ODFM-BA-A-0033-002_Haladaptatus_cibarius_D43,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haladaptataceae,Haladaptatus,Haladaptatus cibarius
ODFM-BA-A-0034-002_Haloterrigena_jeotgali_A29,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Natrialbaceae,Natrinema,Natrinema thermotolerans
ODFM-BA-A-0081-002_Halorubrum_halophilum_CBA1147,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum sp003990725
SternesPR_2017__Y2D1_B_shotgun__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora osmophila
SternesPR_2017__Y2D1_A_shotgun__bin.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia pulcherrima
GCA_003243815.1_ASM324381v1_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Spathaspora,Candida sake
GCA_008274985.1_ASM827498v1_genomic,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus sojae
GCA_003325435.1_Razy_CA_genomic,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus oligosporus
GCF_011074885.1_ASM1107488v2_genomic,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces bruxellensis
C-R03.bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces stipitis
EBC_024.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces marxianus
SternesPR_2017__T1D1_A_shotgun__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora opuntiae
ODFM-BA-A-0193-001_Saccharomyces_cerevisiae_beer44,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
SternesPR_2017__Y2D1_A_shotgun__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,Hanseniaspora uvarum
AlvarezOrdonezA_xxxx__C05-19__bin.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus glaucus
AlvarezOrdonezA_xxxx__C02-19__bin.10,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces tyrocola
AlvarezOrdonezA_xxxx__F05-18__bin.5,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium nordicum
AlvarezOrdonezA_xxxx__C02-19__bin.11,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,unknown
AlvarezOrdonezA_xxxx__C03-19__bin.12,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia alimentaria
AlvarezOrdonezA_xxxx__F05-18__bin.3,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unknown
MASTER_WP4_CSIC_2__P2560__bin.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium sp SPG F1
MASTER_WP4_UNINA_1__GO005_71775__bin.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii group 1
AlvarezOrdonezA_xxxx__C04-18__bin.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,Candida glucosophila
AlvarezOrdonezA_xxxx__C06-18__bin.23,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Helicostylum,Helicostylum pulchrum
AlvarezOrdonezA_xxxx__C08-18__bin.12,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,unknown
MASTER_WP4_UNINA_2__O-30__bin.13,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium camemberti
MASTER_WP4_CSIC_2__P2638__bin.9,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,Mucor racemosus
AlvarezOrdonezA_xxxx__Q03-30__bin.8,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unknown,unknown
AlvarezOrdonezA_xxxx__Q06-30__bin.1,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unknown
MASTER_WP4_CSIC_1__P2217_73323__bin.9,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,unknown,unknown
ArikanM_2020__ERS1875938__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygosaccharomyces,Zygosaccharomyces bailii
BertuzziAS_2018__ERS2032125__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera jadinii
ChaconVargasK_2020__SRS6087094__bin.8,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus
DuR_2020__DRS139334__bin.19,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kluyveri
MASTER_WP4_CSIC_2__P2597__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii
ODFM-BA-A-0144-001_Penicillium_roqueforti_CECT_2905,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium roqueforti
MASTER_WP4_FFoQSI_2__VB10-22__bin.21,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown
MASTER_WP4_UNINA_1__SP009_71775__bin.32,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium nalgiovense
DeFilippisF_xxxx__DS_105__bin.8,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unknown,unknown
DeRoosJ_2020__B24M__bin.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces custersianus
DuR_2020__DRS139333__bin.13,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Wickerhamomyces anomalus
DuR_2020__DRS139335__bin.6,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis
DuR_2020__DRS139335__bin.25,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera,Cyberlindnera fabianii
KastmanEK_2016__CSB600__bin.6,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,unknown,unknown
KastmanEK_2016__CSB720__bin.5,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,Scopulariopsis brevicaulis
MASTER_WP4_CSIC_2__P2598__bin.8,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown
LeechJ_2020__ERS3967694__bin.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania saulgeensis
LeechJ_2020__ERS3967694__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,Starmerella,Starmerella bacillaris
MortensenS_xxxx__WK065-1-L-08h-05B1_S62__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia fermentans
ODFM-BA-A-0118-001_Brettanomyces_anomalus_YV396,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Brettanomyces,Brettanomyces anomalus
LeechJ_2020__ERS3967742__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania barnettii
LeechJ_2020__ERS3967714__bin.6,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces uvarum
MASTER_WP4_CSIC_2__P2574__bin.24,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida parapsilosis
MASTER_WP4_CSIC_2__P2614__bin.19,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,unknown,unknown
LeechJ_xxxx__AF17__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae
LeechJ_xxxx__AF17__bin.2,Eukaryota,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,unknown
MASTER_WP4_FFoQSI_2__VB10-22__bin.15,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella versatilis
LeechJ_xxxx__AF25__bin.17,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,unknown,unknown
LeechJ_xxxx__AF26__bin.5,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycodaceae,Hanseniaspora,unknown
LeechJ_xxxx__AF26__bin.14,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown
LeechJ_xxxx__AF29__bin.14,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces,Candida glabrata
MortensenS_xxxx__WK040-2-L-08h-03F3_S67__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Lachancea,Lachancea fermentati
LeechJ_xxxx__AF67__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania bovina
LeechJ_xxxx__AF82__bin.10,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,unknown
LiZ_2018__SRS2920550__bin.14,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus fumigatus
LiZ_2018__SRS2920550__bin.12,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,Rasamsonia emersonii
LiZ_2018__SRS2920550__bin.19,Eukaryota,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor pusillus
LiZ_2018__SRS2920555__bin.25,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Blastobotrys,Blastobotrys adeninivorans
LiZ_2018__SRS2920553__bin.2,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis
MASTER_WP4_CSIC_1__P2233_73323__bin.18,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces fabryi
MASTER_WP4_CSIC_1__P2246_73323__bin.19,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces lactis
ODFM-BA-A-0052-001_Yarrowia_lipolytica_CBA6003,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Yarrowia,Yarrowia lipolytica
MASTER_WP4_CSIC_2__P2524__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown
MASTER_WP4_CSIC_2__P2545__bin.25,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Geotrichum,Geotrichum candidum
MASTER_WP4_CSIC_2__P2561__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Candida zeylanoides
MASTER_WP4_CSIC_2__P2556__bin.21,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Clavispora,Candida intermedia
MASTER_WP4_CSIC_2__P2574__bin.32,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Candida,Candida tropicalis
MASTER_WP4_CSIC_2__P2596__bin.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Candida atlantica
MASTER_WP4_CSIC_2__P2576__bin.11,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,unknown
MASTER_WP4_CSIC_2__P2588__bin.22,Eukaryota,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Scopulariopsis,unknown
MASTER_WP4_CSIC_2__P2598__bin.18,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus amstelodami
MASTER_WP4_CSIC_2__P2599__bin.11,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Candida cabralensis
MilaniC_2019__SRS3591582__bin.17,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella pararugosa
MASTER_WP4_CSIC_2__P2614__bin.52,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon ovoides
MASTER_WP4_FFoQSI_1__VB-09-BD__bin.42,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium domesticum
MASTER_WP4_FFoQSI_1__VB-14-AD__bin.11,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Arachnomycetaceae,unknown,unknown
MASTER_WP4_FFoQSI_1__VB-15-BD__bin.16,Eukaryota,Ascomycota,Eurotiomycetes,Onygenales,Ajellomycetaceae,unknown,unknown
MASTER_WP4_FFoQSI_1__VB-16-BD__bin.41,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Hapsidospora,unknown
MASTER_WP4_UNINA_1__AS006_71775__bin.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii
MASTER_WP4_UNINA_1__SF013_71775__bin.21,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium salamii
MASTER_WP4_UNINA_2__V-30__bin.15,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown
MASTER_WP4_UNINA_2__A-22__bin.12,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia norvegensis
MortensenS_xxxx__WK007-2-L-48h-01I1_S52__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Zygotorulaspora florentina
MortensenS_xxxx__WK038-1-L-48h-03E3_S58__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia membranifaciens group 1
MortensenS_xxxx__WK069-2-L-48h-05D2_S81__bin.1,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora quercuum
SternesPR_2017__T1D1_A_shotgun__bin.1,Eukaryota,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis
SternesPR_2017__Y3D1_B_shotgun__bin.2,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans
MASTER_WP4_UNINA_2__F-22__bin.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania unispora
MASTER_WP4_TEAGASC_1__TGS02-22__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma,Meyerozyma guilliermondii
MASTER_WP4_TEAGASC_1__TGS03-22__bin.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Candida inconspicua
MASTER_WP4_TEAGASC_1__TGS05-22__bin.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces polymorphus
MASTER_WP4_TEAGASC_1__TGS05-22__bin.3,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea,Candida boidinii group 1
MASTER_WP4_TEAGASC_1__TGS06-22__bin.9,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora mendoncae
MASTER_WP4_TEAGASC_1__TGS07-22__bin.3,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,Trichosporon asahii
MASTER_WP4_TEAGASC_1__TGS09-22__bin.4,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma,Yamadazyma triangularis
MASTER_WP4_TEAGASC_1__TGS07-22__bin.2,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Wickerhamiella,Wickerhamiella sorbophila
MASTER_WP4_TEAGASC_1__TGS08-29__bin.46,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,unknown,unknown
MASTER_WP4_TEAGASC_1__TGS15-30__bin.7,Eukaryota,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,unknown,unknown
MASTER_WP4_UNINA_2__N-22__bin.19,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,unknown,unknown,unknown
MASTER_WP4_UNINA_2__N-22__bin.20,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,unknown,unknown
MASTER_WP4_UNINA_2__U-22__bin.7,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,unknown
XieM_2019__SAMC044639__bin.29,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium polonicum
